"text","source","url"
"What’s next as US Supreme Court sends Trump's trade policy into flux The Supreme Court ruled President Trump cannot use emergency powers for certain tariffs, impacting his trade strategy but not the trade war. Despite this, Trump announced new tariffs under the Trade Act of 1974, aiming for similar revenue despite a more complex legal process. Importers face ongoing uncertainty as the administration navigates new legal avenues for tariff enforcement.","Times of India","https://timesofindia.indiatimes.com/business/international-business/whats-next-as-us-supreme-court-sends-trumps-trade-policy-into-flux/articleshow/128637711.cms"
"Ram Charan and Upasana Konidela join Allu Arjun’s pre-wedding bash Allu Sirish and Nayanika Reddy are gearing up for their big day on March 6, with vibrant pre-wedding events lighting up the festivities! Family and friends, including beloved figures Ram Charan and Upasana, gathered at a private celebration hosted by Allu Arjun and Sneha Reddy.","Times of India","https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/allu-sirish-wedding-ram-charan-and-upasana-konidela-join-allu-arjuns-pre-wedding-bash-ahead-of-his-brothers-marriage/articleshow/128638493.cms"
"The $170bn question: US SC junks Trump tariffs, but who will get the refunds? The Supreme Court invalidated Trump's tariffs, leaving billions in collected duties in limbo. While the administration previously promised refunds, the process remains unclear, with individual importers potentially needing to file lawsuits. This ruling, which affirmed Congress's power to tax, has left companies and countries awaiting further guidance.","Times of India","https://timesofindia.indiatimes.com/business/international-business/the-170bn-question-us-sc-junks-trump-tariffs-but-who-will-get-the-refunds/articleshow/128634212.cms"
"Caught cheating, told to leave: Student assaults professor in Karnataka college; video viral A student at a Kalaburagi private homoeopathy college attacked a lecturer after being caught copying during an exam. The lecturer confiscated the student's answer sheet and asked him to leave, prompting the enraged student to assault him. The college has barred the student from further exams, but no complaint has been filed.","Times of India","https://timesofindia.indiatimes.com/city/hubballi/caught-copying-student-assaults-lecturer-at-homeopathy-college/articleshow/128618117.cms"
"'Attacked with repeated kicks, punches': Man kills mother over bitter gourd curry in Maharashtra A 37-year-old man allegedly fatally assaulted his 65-year-old mother in Chandrapur after an argument over bitter gourd curry. The accused, reportedly under the influence of alcohol and with a history of dependence, was arrested. The mother succumbed to her injuries at the scene.","Times of India","https://timesofindia.indiatimes.com/city/nagpur/man-kills-mom-over-bitter-gourd-curry-in-chanda-village/articleshow/128622249.cms"
"Effective from February 24: All you need to know about Trump's new 10% global tariffs President Trump signed a proclamation imposing a 10% temporary import surcharge on most goods, effective February 24 for 150 days. This action, taken under emergency powers, aims to address significant balance-of-payments deficits and encourage domestic manufacturing. Broad exemptions are included for economic necessity and national interest.","Times of India","https://timesofindia.indiatimes.com/business/international-business/effective-from-february-24-all-you-need-to-about-trumps-new-10-global-tariffs/articleshow/128634090.cms"
"Pax Silica: India joins US initiative to counter China as both ‘align in defence of liberty’","Times of India","https://timesofindia.indiatimes.com/india/india-joins-us-initiative-to-counter-china-as-both-align-in-def-of-liberty/articleshow/128629729.cms"
"Rapper Lil Poppa passed away at 25 due to a gunshot wound - Report Tragedy has struck the rap world with the untimely death of 25-year-old Lil Poppa, whose real name was Janarious Mykel Wheeler. Authorities have confirmed the Jacksonville rapper's passing was due to a gunshot wound to the head, officially ruled as suicide. His management expressed profound grief, remembering him as a talented and ambitious artist with immense potential.","Times of India","https://timesofindia.indiatimes.com/entertainment/english/music/news/cause-of-passing-revealed-rapper-lil-poppa-passed-away-at-25-due-to-a-gunshot-wound-report/articleshow/128636804.cms"
"Saudi crude imports narrow gap with Russia, set to become biggest supplier Saudi Arabia has temporarily become India's top crude oil supplier, with imports reaching their highest since November 2019. February saw nearly 1-1.1 million barrels per day arriving from the West Asian nation, surpassing Russia. This shift occurs amid US pressure on India to reduce Russian crude purchases, though analysts anticipate a short-term stabilization.","Times of India","https://timesofindia.indiatimes.com/business/international-business/saudi-crude-imports-narrow-gap-with-russia-set-to-become-biggest-supplier/articleshow/128624345.cms"
"Namo Bharat at 160 kmph, Meerut Metro at 120 kmph: High-speed infra push for commuters Prime Minister Modi will inaugurate the Meerut Metro and Namo Bharat train, flagging off India's first Regional Rapid Transit System. He will also ride the train and dedicate development projects worth Rs 12,930 crore. This integrated system connects Delhi with Meerut, promising faster intercity travel and transforming regional transit.","Times of India","https://timesofindia.indiatimes.com/city/delhi/namo-bharat-at-160-kmph-meerut-metro-at-120-kmph-high-speed-infra-push-for-commuters/articleshow/128634512.cms"
"Who is Neal Katyal? Indian-American lawyer at center of Trump's biggest legal setback Neal Katyal, son of Indian immigrants, led the legal team that successfully challenged President Trump's global tariffs. The Supreme Court's 6-3 ruling affirmed that only Congress, not the President, holds the power to tax Americans, marking a significant victory for constitutional limits on executive authority.","Times of India","https://timesofindia.indiatimes.com/world/us/who-is-neal-katyal-indian-american-lawyer-at-center-of-trumps-biggest-legal-setback/articleshow/128634931.cms"
"Home-and-away or away-and-away? IPL franchise's bizarre training stops IPL franchises’ pre-season camps are scattered across India, even overseas and it underscores a worrying drift from the idea of “home.” By training and sometimes playing matches far from their base cities, teams dilute fan connection, culture, and home advantage. If cities remain interchangeable pit stops, the Indian Premier League risks becoming a travelling show with no real roots.","Times of India","https://timesofindia.indiatimes.com/sports/cricket/ipl/home-and-away-or-away-and-away-ipl-franchises-bizarre-training-stops/articleshow/128633533.cms"
"Gurgaon horror: 19-year-old confined, assaulted, raped by live-in partner A 19-year-old student was allegedly confined, assaulted, and raped by her live-in partner in Gurgaon after a dispute. The victim sustained burns and was hospitalized. Police arrested the accused, also 19, from Delhi. The incident reportedly stemmed from arguments over her activities, with families aware of the relationship and discussing marriage.","Times of India","https://timesofindia.indiatimes.com/city/gurgaon/gurgaon-horror-19-year-old-confined-assaulted-raped-by-live-in-partner-admitted-in-aiims-with-burns/articleshow/128632206.cms"
"How much tariff will India pay after US SC ruling? What White House said India will now face a 10% tariff on imports to the US, as President Trump signed an executive order imposing this global rate. This move follows a US Supreme Court ruling that declared his previous tariffs illegal. Trump stated that this new tariff structure is a reversal, with India now paying tariffs to the US.","Times of India","https://timesofindia.indiatimes.com/business/india-business/how-much-tariff-will-india-pay-after-us-sc-ruling-trumps-10-global-duty-what-white-house-said/articleshow/128632784.cms"
"'Pushed me off a moving train': How Arunima Sinha became 1st woman amputee to climb Mt Everest Arunima Sinha, a national volleyball player, defied unimaginable odds after a brutal train incident led to her leg's amputation. Despite physical and emotional trauma, she resolved to conquer Mount Everest. Her relentless training and unwavering spirit culminated in her becoming the first Indian female amputee to summit the world's highest peak, inspiring millions with her resilience.","Times of India","https://timesofindia.indiatimes.com/life-style/people/they-pushed-me-off-a-moving-train-but-they-couldnt-push-me-out-of-my-destiny-arunima-sinha-the-first-woman-amputee-to-climb-mount-everest/articleshow/128635184.cms"
"Ranveer Singh extortion threat: Mumbai crime branch issues lookout circular against Harry Boxer In a shocking development, Bollywood star Ranveer Singh has found himself at the center of an extortion case, allegedly targeted by Harry Boxer of the notorious Bishnoi gang. A threatening voice note from a US number has prompted the Mumbai Police to issue a Look Out Circular for Boxer, intensifying their investigation into a staggering Rs 20 crore ransom demand.","Times of India","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/ranveer-singh-extortion-threat-mumbai-police-crime-branch-issues-lookout-circular-loc-against-bishnoi-gangs-harry-boxer/articleshow/128634586.cms"
"Trump offers Khamenei 'token' deal as US continues major military buildup in Middle East The US is significantly increasing its military presence in the Middle East with two aircraft carrier strike groups deployed amid rising tensions with Iran. President Trump is reportedly considering a narrow nuclear deal while Pentagon officials explore options ranging from diplomacy to targeting Iranian leadership. This buildup includes the USS Gerald R.","Times of India","https://timesofindia.indiatimes.com/world/us/trump-offers-khamenei-token-deal-as-us-continues-major-military-buildup-in-middle-east/articleshow/128633437.cms"
"'Aap chor raastey se aaye ho': Shadab Khan under fire for 'Pakistan beat India' comment Ahmed Shehzad has fiercely criticised Shadab Khan for his remarks towards former Pakistan players after the T20 World Cup loss to India. Shehzad questioned Shadab's selection, citing a lack of domestic performance and alleged favoritism, while also defending the legacy of past generations.","Times of India","https://timesofindia.indiatimes.com/sports/cricket/icc-mens-t20-world-cup/aap-chor-raastey-se-aaye-ho-shadab-khan-under-fire-for-pakistan-beat-india-comment/articleshow/128633057.cms"
"Why US Supreme Court struck down Donald Trump's trade tariffs; explained in 10 points The Supreme Court ruled that President Trump lacked the authority under the International Emergency Economic Powers Act (IEEPA) to impose broad tariffs. The 6-3 decision found the law does not explicitly grant power for tariffs, a move Trump had used extensively. This ruling could lead to significant refunds and ongoing disputes over presidential tariff powers.","Times of India","https://timesofindia.indiatimes.com/business/international-business/why-us-supreme-court-struck-down-donald-trumps-trade-tariffs-explained-in-10-points/articleshow/128630959.cms"
"Rashmika Mandanna and Vijay Deverakonda to do Ad shoot before their Udaipur wedding Celebrated actors Rashmika Mandanna and Vijay Deverakonda are reportedly set to marry this month in Udaipur. Ahead of their nuptials, the popular pair will collaborate on a new ad, following their previous successful soap commercial. The couple is prioritizing a highly private wedding ceremony with stringent security measures, with a grand reception planned for March 4th in Hyderabad.","Times of India","https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/rashmika-mandanna-and-vijay-deverakonda-to-do-ad-shoot-before-their-private-udaipur-wedding-report/articleshow/128633642.cms"
"PAK vs NZ Super 8s weather forecast: What happens if rain washes out Colombo clash? Pakistan and New Zealand clash in a pivotal T20 World Cup Super 8 match at Colombo. With a near-even head-to-head record, this encounter promises high drama. Both teams have shown inconsistent form, making this fixture crucial for semi-final aspirations. Rain threatens to disrupt the contest, with no reserve day available.","Times of India","https://timesofindia.indiatimes.com/sports/cricket/icc-mens-t20-world-cup/pak-vs-nz-super-8s-weather-forecast-what-happens-if-rain-washes-out-colombo-clash/articleshow/128631671.cms"
"What a ‘good’ cholesterol test can still miss about your health: Doctor explains Doctors caution that a seemingly 'normal' cholesterol report can be misleading. It's not just about the cholesterol levels; factors such as inflammation, LDL particle size, and triglycerides can dramatically influence your heart health. Genetics and lifestyle choices, often overlooked, are equally significant. A comprehensive heart health assessment goes far beyond cholesterol numbers alone.","Times of India","https://timesofindia.indiatimes.com/health/what-a-good-cholesterol-test-can-still-miss-about-your-health-doctor-explains/articleshow/128614776.cms"
"BJP Workers Wave Black Flags At Rahul Gandhi After Congress' Shirtless Protests BJP workers, supporters and its youth wing members have come out in large numbers in several locations across the country in protest against the Youth Congress for disrupting the India AI Impact Summit in Delhi.","NDTV","https://www.ndtv.com/india-news/bjp-workers-wave-black-flags-at-rahul-gandhi-day-after-congresss-shirtless-protest-11116707#publisher=newsstand"
"'Presidents Are Powerful But...': Indian-Origin Lawyer On Trump's Tariff Blow At the centre of the landmark US Supreme Court verdict striking down President Donald Trump's sweeping global tariffs is an Indian-origin lawyer who argued before America's highest court about the illegality of the levies.","NDTV","https://www.ndtv.com/world-news/presidents-are-powerful-but-indian-origin-lawyer-neal-katyal-on-donald-trumps-tariff-blow-by-supreme-court-11117050#publisher=newsstand"
"ChatGPT-Maker OpenAI Knew Of Canada Shooter's 'Violent' Activities For Months ChatGPT maker OpenAI said Friday it considered last year alerting Canadian police about the activities of a person who months later committed one of the worst school shootings in the country's history.","NDTV","https://www.ndtv.com/world-news/chatgpt-maker-openai-knew-of-canada-shooters-violent-activities-for-months-11117045#publisher=newsstand"
"BJP MLA Vungzagin Valte, Injured In Manipur Ethnic Clashes, Dies Manipur BJP MLA Vungzagin Valte, who suffered crippling injuries in an attack by protesters in the state capital Imphal in May 2023 when Meitei-Kuki ethnic clashes began, died today at a hospital in Haryana's Gurugram.","NDTV","https://www.ndtv.com/india-news/bjp-mla-vungzagin-valte-from-zomi-tribe-injured-in-manipur-may-2023-ethnic-clashes-dies-11113451#publisher=newsstand"
"How An E-mail Glitch Exposed A $90 Billion Russian Oil Smuggling Ring Investigators discovered that 48 companies, which appeared to be independent, were actually connected and linked through a single private email server.","NDTV","https://www.ndtv.com/world-news/how-an-e-mail-glitch-exposed-a-90-billion-russian-oil-smuggling-ring-11116591#publisher=newsstand"
"Over 1,000-Year Old Tomb Found In Panama, With ""Human Remains, Gold"" Archaeologists have discovered a tomb more than a thousand years old in Panama containing human remains alongside gold and ceramic artifacts, the lead researcher told AFP on Friday.","NDTV","https://www.ndtv.com/world-news/over-1-000-year-old-tomb-found-in-panama-with-human-remains-gold-11117008#publisher=newsstand"
"Man Shoots Estranged Wife To Death During Fight Amid Divorce In Faridabad A man allegedly shot his estranged wife dead in broad daylight outside her residence here in Faridabad, police said on Saturday.","NDTV","https://www.ndtv.com/india-news/man-shoots-estranged-wife-to-death-during-fight-amid-divorce-in-faridabad-11116933#publisher=newsstand"
"Chargesheet To Be Filed Against Mehul Choksi's Son, ""Fugitive"" Tag Likely In a significant development in the nearly $2 billion Punjab National Bank (PNB) fraud case, the Enforcement Directorate (ED) is preparing to file a prosecution complaint against Rohan Choksi, son of fugitive diamond trader Mehul Choksi.","NDTV","https://www.ndtv.com/india-news/pnb-scam-chargesheet-to-be-filed-against-mehul-choksis-son-rohan-choksi-fugitive-tag-likely-11117001#publisher=newsstand"
"NASA Mission To Send Humans Back To Moon Scheduled In March NASA on Friday set March 6 as the earliest possible launch date for Artemis 2, the first crewed flyby mission to the Moon in more than 50 years.","NDTV","https://www.ndtv.com/world-news/nasa-mission-to-send-humans-back-to-moon-scheduled-in-march-11116986#publisher=newsstand"
"Rahul Gandhi Appears In Maharashtra Court In RSS Defamation Case Congress leader Rahul Gandhi on Saturday appeared before the Bhiwandi magistrate's court to furnish a fresh surety in a 2014 defamation case filed by an RSS activist, naming the party's Maharashtra chief Harshwardhan Sapkal as his new guarantor.","NDTV","https://www.ndtv.com/india-news/rahul-gandhi-appears-in-maharashtra-bhiwandi-court-in-rss-defamation-case-files-fresh-bail-bond-harshwardhan-sapkal-new-guarantor-11116855#publisher=newsstand"
"Trump Collected $133 Billion From Tariffs. Who Gets That Money Now? The US Supreme Court had dealt a big blow to President Donald Trump's administration by scrapping his sweeping emergency tariffs -- a move that could potentially redirect the course of the administration's economic and foreign policy agenda.","NDTV","https://www.ndtv.com/world-news/trump-tariff-news-trump-collected-over-130-billion-from-tariffs-who-gets-that-money-now-11116834#publisher=newsstand"
"Nuh Violence Accused Went To UP For His Wedding, Duped Of Rs 30,000 Cow vigilante Bittu Bajrangi was allegedly duped of Rs 30,000 by a man on the pretext of arranging his marriage, police said on Friday.","NDTV","https://www.ndtv.com/india-news/haryana-nuh-violence-accused-bittu-bajrangi-went-to-up-for-his-wedding-duped-of-rs-30-000-11116888#publisher=newsstand"
"Madras High Court Orders Vigilance Probe Into Cash-For-Jobs Case In a significant development barely two months ahead of the Tamil Nadu Assembly elections, the Madras High Court has directed the State's Directorate of Vigilance and Anti-Corruption (DVAC) to immediately register a case.","NDTV","https://www.ndtv.com/tamil-nadu-news/madras-high-court-orders-vigilance-probe-into-cash-for-jobs-case-11116850#publisher=newsstand"
"Favourite Word To Top Court Setback: A Timeline Of Trump's Tariff Diktat The US Supreme Court's 6-3 ruling handed Trump a stinging loss on an issue crucial to his economic agenda.","NDTV","https://www.ndtv.com/world-news/favourite-word-to-top-court-setback-a-timeline-of-trumps-tariff-diktat-trump-tariffs-us-supreme-court-ruling-11116835#publisher=newsstand"
"Trump Tariffs Live Updates: ""I Have The Best Legal Team,"" Says Lawyer Neal Katyal On Win Against Trump Trump Tariffs Live Updates: The US Supreme Court blocked large parts of Donald Trump's global tariff programme in a 6-3 ruling on Friday.","NDTV","https://www.ndtv.com/world-news/trump-tariffs-live-updates-today-us-supreme-court-rules-against-us-presidents-global-tariffs-11113946#publisher=newsstand"
"Asha Sharma: The Microsoft Gaming's New CEO Who Will Lead Xbox Asha Sharma has nearly 15 years of experience across technology, product, and operations leadership roles.","NDTV","https://www.ndtv.com/world-news/asha-sharma-replaces-phil-spencer-as-microsoft-gaming-ceo-all-about-new-xbox-head-11116432#publisher=newsstand"
"'Tools May Change, Policy Remains': Trump Aide On US Supreme Court Tariff Blow US Trade Representative Jamieson Greer said that the Trump administration will continue to execute the President's trade agenda despite the Supreme Court's ruling limiting the use of emergency tariff powers","NDTV","https://www.ndtv.com/world-news/tools-may-change-policy-remains-donald-trump-aide-us-trade-representative-jamieson-greer-on-us-supreme-court-tariff-blow-11116783#publisher=newsstand"
"Bengaluru To Goa In 13 Hours, New Vande Bharat To Be Announced Soon The proposed Vande Bharat is expected to leave Yesvantpur at 6:05 am and reach Madgaon at 7:15 pm.","NDTV","https://www.ndtv.com/india-news/bengaluru-to-goa-in-13-hours-new-vande-bharat-to-be-announced-soon-11116621#publisher=newsstand"
"US Supreme Court Judges Who Blocked Trump's Tariffs And Those Who Backed Him The US Supreme Court blocked large parts of Donald Trump's global tariff programme in a 6-3 ruling on Friday. The Court found that the US President exceeded his authority under the International Emergency Economic Powers Act (IEEPA)","NDTV","https://www.ndtv.com/world-news/supreme-court-judges-who-blocked-donald-trumps-tariffs-and-those-who-backed-him-11116415#publisher=newsstand"
"What DK Shivakumar Told NDTV On Leadership Change Buzz, Assam Polls Assam, garbage in the Garden City, and chief ministership. These are some of the topics DK Shivakumar mentioned in a frank conversation with NDTV.","NDTV","https://www.ndtv.com/karnataka-news/assam-polls-bengaluru-garbage-row-and-what-about-leadership-dk-shivakumar-speaks-to-ndtv-11116597#publisher=newsstand"
"Trump brings in new 10% tariff as Supreme Court rejects his global import taxes The Supreme Court decision striking down some of Trump's most sweeping tariffs injects new uncertainty into global trade.","BBC News","https://www.bbc.com/news/articles/cn8146l0n55o?at_medium=RSS&at_campaign=rss"
"Government considers removing Andrew from royal line of succession The former Duke of York is eighth in line to the throne meaning he remains eligible to be King.","BBC News","https://www.bbc.com/news/articles/c1kgv837wvdo?at_medium=RSS&at_campaign=rss"
"Andrew and King Charles: A personal battle of royal brothers The problems facing the monarchy over Andrew Mountbatten-Windsor are also a family problem between brothers.","BBC News","https://www.bbc.com/news/articles/czx4y1l1nq4o?at_medium=RSS&at_campaign=rss"
"Killing of nationalist student leaves French far left in deep trouble as elections loom Far-left militants are suspected of being behind Quentin Deranque's death and the party of Jean-Luc Mélenchon is being widely condemned.","BBC News","https://www.bbc.com/news/articles/cnv61zv534eo?at_medium=RSS&at_campaign=rss"
"Why fake AI videos of UK urban decline are taking over social media Deepfakes showing grim taxpayer-funded waterparks have gone viral and drawn some racist responses.","BBC News","https://www.bbc.com/news/articles/c4g8r23yv71o?at_medium=RSS&at_campaign=rss"
"The best looks at London Fashion Week 2026 There are 90 designers showing this year, with organisers hoping it's the biggest fashion week yet.","BBC News","https://www.bbc.com/news/articles/c4g0ke64v3no?at_medium=RSS&at_campaign=rss"
"Met asks Andrew's protection officers what they saw or heard in Epstein inquiry Officers will continue searching Andrew's former Windsor home until Monday, the BBC understands.","BBC News","https://www.bbc.com/news/articles/c05v77mv69vo?at_medium=RSS&at_campaign=rss"
"What happens next for Andrew Mountbatten-Windsor? The former prince was arrested on suspicion of misconduct in public office and taken to a Norfolk police station for questioning on Thursday 19 February.","BBC News","https://www.bbc.com/news/videos/cgmljz14lpro?at_medium=RSS&at_campaign=rss"
"A tip-off and 'more luck than judgement': The story behind Andrew car snap After the former prince's arrest, Reuters photographer Phil Noble began a six-hour drive to Norfolk.","BBC News","https://www.bbc.com/news/articles/c93wl4kp671o?at_medium=RSS&at_campaign=rss"
"How Andrew's 11-hour detention on his birthday played out From being arrested at home to detention in a cell, this is how the former prince's detention unfolded.","BBC News","https://www.bbc.com/news/articles/cz9qy5057e0o?at_medium=RSS&at_campaign=rss"
"'That's me!': Hundreds tell BBC how medication triggered gambling and other addictions More than 250 people contacted us describing impulsive behaviour side effects from prescription drugs.","BBC News","https://www.bbc.com/news/articles/ce948d9gxevo?at_medium=RSS&at_campaign=rss"
"Civilians to soldiers: how four years of war has changed ordinary Ukrainians Six Ukrainian men and women in uniform reveal how Russia's invasion in 2022 has changed them.","BBC News","https://www.bbc.com/news/articles/cddn2e11zm8o?at_medium=RSS&at_campaign=rss"
"Palestinian Authority in dire straits as Israel's hold on West Bank deepens More than 30 years after its creation, there are increasing warnings that the PA is close to collapse.","BBC News","https://www.bbc.com/news/articles/c9wn8lw0kgjo?at_medium=RSS&at_campaign=rss"
"How Co-op Live went from falling air con units to hosting the Brits The opening of the Co-op Live was in every headline, but not quite for the right reasons.","BBC News","https://www.bbc.com/news/articles/cwy67q6pkpwo?at_medium=RSS&at_campaign=rss"
